id,gene_id,hypothesis_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated,rationale
PGHE-00130,GEN-0217,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00131,GEN-0218,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00132,GEN-0221,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00133,GEN-0223,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00134,GEN-0224,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00135,GEN-0225,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00136,GEN-0226,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00137,GEN-0230,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00138,GEN-0231,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00139,GEN-0232,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00140,GEN-0233,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00141,GEN-0234,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00142,GEN-0236,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00143,GEN-0237,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00144,GEN-0238,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00145,GEN-0240,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00146,GEN-0241,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00147,GEN-0242,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00148,GEN-0243,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00149,GEN-0244,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00150,GEN-0245,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00151,GEN-0249,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00152,GEN-0252,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00153,GEN-0258,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00154,GEN-0259,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00155,GEN-0260,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00156,GEN-0261,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00157,GEN-0264,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00158,GEN-0266,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00159,GEN-0268,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00160,GEN-0269,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00161,GEN-0271,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00162,GEN-0273,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00163,GEN-0275,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00164,GEN-0276,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00165,GEN-0278,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00166,GEN-0279,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00167,GEN-0280,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00168,GEN-0281,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00169,GEN-0282,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00170,GEN-0285,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00171,GEN-0288,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00172,GEN-0294,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00173,GEN-0295,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00174,GEN-0296,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00175,GEN-0297,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00176,GEN-0298,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00177,GEN-0299,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00178,GEN-0300,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00179,GEN-0301,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00180,GEN-0302,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00181,GEN-0303,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00182,GEN-0304,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00183,GEN-0306,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00184,GEN-0307,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00185,GEN-0310,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00186,GEN-0311,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00187,GEN-0312,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00188,GEN-0313,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00189,GEN-0314,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00190,GEN-0316,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00191,GEN-0319,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00192,GEN-0320,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00193,GEN-0321,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00194,GEN-0324,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00195,GEN-0325,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00196,GEN-0326,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00197,GEN-0327,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00198,GEN-0328,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00199,GEN-0329,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00200,GEN-0330,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00201,GEN-0332,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00202,GEN-0333,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00203,GEN-0334,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00204,GEN-0335,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00205,GEN-0336,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00206,GEN-0337,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00207,GEN-0338,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00208,GEN-0339,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00209,GEN-0340,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00210,GEN-0342,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00211,GEN-0343,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00212,GEN-0345,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00213,GEN-0347,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00214,GEN-0348,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00215,GEN-0351,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00216,GEN-0352,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00217,GEN-0355,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00218,GEN-0356,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00219,GEN-0357,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00220,GEN-0359,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00221,GEN-0360,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00222,GEN-0361,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00223,GEN-0365,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00224,GEN-0366,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00225,GEN-0367,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00226,GEN-0369,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00227,GEN-0370,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00228,GEN-0371,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00229,GEN-0372,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00230,GEN-0373,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00231,GEN-0374,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00232,GEN-0375,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00233,GEN-0376,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00234,GEN-0377,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00235,GEN-0378,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00236,GEN-0379,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00237,GEN-0380,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00238,GEN-0382,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00239,GEN-0383,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00240,GEN-0384,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00241,GEN-0385,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00242,GEN-0386,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00243,GEN-0387,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00244,GEN-0391,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00245,GEN-0392,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00246,GEN-0393,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00247,GEN-0394,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00248,GEN-0395,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00249,GEN-0398,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00250,GEN-0399,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00251,GEN-0401,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00252,GEN-0404,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00253,GEN-0405,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00254,GEN-0406,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00255,GEN-0412,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00256,GEN-0416,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00257,GEN-0417,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00258,GEN-0418,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 1 ASD risk gene (SFARI Gene database)
PGHE-00259,GEN-0420,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00260,GEN-0421,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
PGHE-00261,GEN-0422,HYP-0028,risk_factor_for,supporting,,,0.0,,proposed,2026-04-28T03:26:16+00:00,2026-04-28T03:26:16+00:00,SFARI score 2 ASD risk gene (SFARI Gene database)
